5.0 1.20706
6.0 1.1255899999999999
7.0 1.10419
8.0 1.2658399999999999
9.0 1.57136
10.0 1.82925
11.0 2.01465
12.0 2.1680200000000003
13.0 2.32113
14.0 2.47989
15.0 2.64519
16.0 2.80764
17.0 2.95858
18.0 3.09291
19.0 3.20994
20.0 3.30937
21.0 3.3951599999999997
22.0 3.4663199999999996
23.0 3.5269
24.0 3.5780300000000005
25.0 3.62204
26.0 3.66055
27.0 3.6921699999999995
28.0 3.7202699999999997
29.0 3.7440800000000003
30.0 3.76476
31.0 3.7827699999999997
32.0 3.7986199999999997
33.0 3.81255
34.0 3.82475
35.0 3.8354800000000004
36.0 3.84491
37.0 3.85321
38.0 3.8596199999999996
39.0 3.8661199999999996
40.0 3.87185
41.0 3.8778099999999998
42.0 3.8821800000000004
43.0 3.886
44.0 3.8893199999999997
45.0 3.8922
46.0 3.8946699999999996
47.0 3.8967699999999996
48.0 3.8976300000000004
49.0 3.89912
50.0 3.90032
51.0 3.90127
52.0 3.90196
53.0 3.9024400000000004
54.0 3.90271
55.0 3.9027800000000004
56.0 3.90268
57.0 3.9024
58.0 3.9019800000000004
59.0 3.90141
60.0 3.9007
61.0 3.8998699999999995
62.0 3.8989300000000005
63.0 3.8978699999999997
64.0 3.89574
65.0 3.89445
66.0 3.89307
67.0 3.89256
68.0 3.8910400000000003
69.0 3.88944
70.0 3.8877800000000002
71.0 3.88605
72.0 3.88426
73.0 3.8824199999999998
74.0 3.8805400000000003
75.0 3.8786
76.0 3.8766300000000005
77.0 3.8746099999999997
78.0 3.87256
79.0 3.87048
80.0 3.86838
81.0 3.86625
82.0 3.86409
83.0 3.86193
84.0 3.85881
85.0 3.85659
86.0 3.85437
87.0 3.8521300000000003
88.0 3.8498900000000003
89.0 3.84765
90.0 3.84542
91.0 3.8431900000000003
92.0 3.84096
93.0 3.83875
94.0 3.83655
95.0 3.8343599999999998
96.0 3.83219
97.0 3.8300400000000003
98.0 3.8279099999999997
99.0 3.8258099999999997
100.0 3.8237300000000003
