-157.586001946  55.9516263553
-156.279316932  56.3419516264
-154.312040979  57.2427022519
-153.020805088  58.1434528774
-152.165051513  58.8190158465
-150.964042005  59.824854045
-150.123486958  60.7105921601
-149.312740072  61.3110925771
-147.900780504  61.5663052544
-146.098019536  61.5813177648
-144.595482753  61.3110925771
-143.408443862  61.0558798999
-142.221430031  60.8306922435
-141.530266619  60.7105921601
-140.748964533  60.5904920767
-140.102820339  60.4103419516
-139.441590385  60.1551292744
-139.050701278  59.8098415346
-138.269286424  59.5546288574
-137.4126683  59.1943286072
-136.916629934  58.8640533778
-136.720953581  58.4136780651
-136.555411161  58.0683903253
-135.818777461  57.4678899083
-135.082156291  56.8824020017
-134.661246018  56.5671392827
-134.720774631  55.8915763136
-134.930797493  55.5312760634
-135.607426451  56.2368640534
-136.073719304  56.9274395329
-136.660372473  57.8281901585
-136.900917688  58.0383653044
-138.478469796  58.1884904087
-140.176244392  58.3836530442
-141.753834089  58.5788156797
-143.136123323  58.7739783153
-144.78891629  59.0742285238
-145.765543898  59.224353628
-146.741357076  58.3986655546
-147.867413908  57.5879899917
-149.248988949  56.9274395329
-150.525640268  56.5521267723
-151.817302169  56.1618015013
-152.943647184  55.6964136781
-154.160130874  55.2310258549
-155.316572233  54.8256880734
-156.368565998  55.2760633862
