-161.635889757  66.3402835696
-160.314118982  66.6555462886
-159.007346261  66.9407839867
-157.369801941  66.9107589658
-156.017684228  66.8657214345
-154.15485587  66.9107589658
-151.991577791  66.9708090075
-151.616012509  66.9858215179
-153.763252569  65.7097581318
-155.565261755  64.7939949958
-158.088681053  64.2385321101
-157.591540074  62.5871559633
-154.752823359  63.3678065054
-155.232435286  62.0166805671
-156.178615719  61.6864053378
-155.81760995  61.1459549625
-154.811186711  61.2960800667
-153.42958661  61.9266055046
-151.597230486  62.4820683903
-150.410767961  62.9174311927
-148.698534089  63.3978315263
-146.339930489  63.4278565471
-145.408322099  63.2176814012
-147.421231226  62.9924937448
-148.90818106  62.5871559633
-150.184631903  61.9716430359
-150.89029218  61.4612176814
-152.76775523  60.9507923269
-154.960352811  60.0200166806
-156.567186831  59.2543786489
-158.083819529  58.4136780651
-158.594392348  58.1584653878
-160.127464014  59.0141784821
-159.212332182  60.5454545455
-162.066209836  59.929941618
-162.622127646  60.0050041701
-163.823838818  59.8398665555
-165.11631515  60.4253544621
-166.213766673  61.341117598
-165.808906947  62.2568807339
-164.502622884  63.1276063386
-162.670166523  63.562969141
-161.543758859  63.953294412
-161.018601467  64.7339449541
-161.169509196  65.5446205171
