-159.449870269  57.1526271893
-158.112136655  56.3419516264
-157.751293772  55.9966638866
-155.768906999  56.7923269391
-152.885722373  58.2935779817
-151.880088505  59.3894912427
-150.694127168  60.4253544621
-149.853496943  61.2210175146
-149.042486934  61.5062552127
-147.900843153  61.6413678065
-146.713992207  61.6113427857
-145.316780098  61.5362802335
-143.919367514  61.2210175146
-142.582097498  60.9658048374
-141.560388022  60.8006672227
-140.478573567  60.6205170976
-139.591959337  60.3202668891
-138.885547278  59.929941618
-138.088996544  59.539616347
-137.097132819  59.1342785655
-136.721179116  58.6839032527
-136.51047965  58.2335279399
-135.758935605  57.7681401168
-134.932363706  57.4078398666
-134.541286653  56.8373644704
-134.720599215  55.6814011676
-133.833421148  54.70558799
-133.127009089  54.3152627189
-132.075278449  54.1801501251
-132.046886144  56.1618015013
-133.550237358  57.4078398666
-134.482484762  58.3836530442
-135.279160793  58.9241034195
-136.256114173  59.4645537948
-137.248028018  59.929941618
-137.774400791  60.6055045872
-138.616020862  60.9958298582
-140.179038516  61.7314428691
-141.396261458  62.151793161
-142.463178098  62.4820683903
-143.695348975  62.8123436197
-145.002597825  63.0975813178
-146.054265817  63.1576313595
-147.060751705  63.0825688073
-148.367549486  62.8273561301
-149.313742448  62.5120934112
-150.139575095  61.9866555463
-150.845210313  61.446205171
-151.911563116  61.1009174312
-153.233145945  60.5604670559
-154.734981064  59.9899916597
-155.680998611  59.4645537948
-157.16772291  58.7889908257
-158.428987754  57.9783152627
