>   
-169.858810      51.335773
-169.767014      51.350552
-169.717499      51.365730
-169.593872      51.395229
-169.442734      51.429493
-169.298447      51.461945
-169.199646      51.500500
-169.034286      51.546032
-168.889389      51.581692
-168.732391      51.624775
-168.527618      51.672768
-168.300186      51.731369
-168.045593      51.800049
-167.771423      51.870708
-167.551422      51.942043
-167.357559      51.994965
-167.257584      52.027504
-167.121399      52.072102
-166.969406      52.105785
-166.862228      52.136745
-166.560120      52.205078
-166.358139      52.244751
-166.267868      52.274250
-166.146454      52.314449
-165.990891      52.359535
-165.825211      52.404934
-165.607880      52.456860
-165.396103      52.499802
-165.168655      52.557404
-165.000427      52.604145
-164.767838      52.665298
-164.591873      52.718742
-164.372391      52.784027
-164.163101      52.818672
-163.962967      52.851368
-163.711334      52.891880
-163.440689      52.935940
-163.240845      52.970768
-163.069687      53.011848
-162.860977      53.045994
-162.617050      53.093502
-162.368851      53.131199
-162.129395      53.160889
-161.837723      53.197338
-161.609314      53.230347
-161.187225      53.298676
-160.950790      53.333668
-160.704987      53.382702
-160.469040      53.426212
-160.202576      53.470509
-159.914444      53.511845
-159.623672      53.570873
-159.410782      53.621250
-159.122437      53.678493
-158.853775      53.729092
-158.628113      53.775532
-158.361557      53.849949
-158.312241      53.896221
-158.195251      53.955532
-157.894470      54.016453
-157.482086      54.156021
-157.189240      54.193542
-157.001755      54.227825
-156.778671      54.275795
-156.642853      54.305958
-156.416931      54.361794
-156.146347      54.422077
-155.901169      54.479572
-155.671585      54.544796
-155.422073      54.615894
-155.225632      54.669147
-155.018448      54.722858
-154.852509      54.768406
-154.701736      54.808998
-154.458344      54.884426
-154.239746      54.952862
-154.056396      55.024548
-153.792648      55.104435
-153.558319      55.190269
-153.387848      55.264713
-153.192062      55.341476
-152.884460      55.457279
-152.651154      55.548096
-152.484207      55.611294
-152.250900      55.685722
-152.048172      55.788021
-151.865906      55.877094
-151.629517      55.996685
-151.394608      56.106144
-151.165100      56.200565
-150.961609      56.288822
-150.742462      56.379623
-150.470169      56.487095
-150.204681      56.591324
-150.030869      56.673382
-149.823914      56.780983
-149.575134      56.898655
-149.355804      56.992619
-149.148468      57.085861
-148.933075      57.173004
-148.750671      57.240192
-148.522964      57.338615
-148.335449      57.424183
-148.142014      57.496525
-147.992203      57.570431
-147.804306      57.652805
-147.661591      57.712017
-147.556534      57.780285
-147.393372      57.864197
-147.202454      57.946827
-147.089203      58.025341
-146.926163      58.131115
-146.732803      58.223671
-146.585892      58.315910
-146.413177      58.411518
-146.223099      58.544685
-146.052917      58.633850
-145.884430      58.713398
-145.715149      58.791485
-145.517914      58.856121
-145.359268      58.916119
-145.157822      58.993183
-144.944534      59.056751
-144.794037      59.100807
-144.591858      59.149780
-144.450089      59.188835
-144.214218      59.207085
-144.015930      59.216213
-143.824188      59.201527
-143.634781      59.188946
-143.377411      59.158970
-143.092117      59.112381
-142.872223      59.088337
