-165.97 54.13
-135.42 60.42
-163.15 55.42
-158.17 56.88
-153.42 59.37
-131.05 55.32
-158.8 56.53
-168.03 53.93
-141.75 61.38
-148.42 64.07
-170.05 52.9
-157 57.13
-169.95 52.82
-130.23 54.7
-161.22 55.62
-154.45 58.42
-153.55 58.87
-133.1 56.5
-162.27 55.18
-135.75 57.05
-130.63 57.72
-162.07 55.33
-164.33 66.35
-164.35 54.67
-137.38 62.93
-153.68 58.77
-162.82 55.07
-143.08 62.13
-155.1 58.35
-152.48 61.62
-131.97 58.6
-170.12 52.75
-131.28 56.78
-153.08 60.03
-163.92 65.6
-164.47 61.43
-163.73 54.75
-130.55 56.58
-169.72 52.97
-154.05 58.62
-154.98 58.27
-156.75 57.38
-170.43 63.6
-154.35 58.47
-159.8 56.02
-131.35 58.42
-155.25 58.2
-166.93 53.9
-155.35 58.17
-128.73 52.5
-123.73 52.9
-155.16 58.27
-166.33 60.02
-168.13 53.42
-161.9 55.42
-161.87 55.45
-168.55 53.15
-152.75 60.48
-163.6 54.8
-133.32 59.68
-144.13 62.22
-124.7 52.47
-163.97 54.75
-126.3 51.43
-154.68 58.33
-130.68 57.43
-152.25 61.3
-162.12 63.45
-154.4 58.43
-160.002 55.929
-159.954 55.954
-169.767 52.833
-133.3 55.25
-155.08 58.23
-128.9 55.12
-130.583 59.367
-156.37 57.75
-156.52 57.83
-169.77 53.07
-160 55.93
-155.42 57.87
-159.38 56.17
-168.68 53.13
-164.65 54.52
-144.02 62
-157.18 57.02
-170.63 52.63
